embedding_row	input_index	clean_id	label	split	cluster_id	sequence_length	record_file
162	162	seq_2ef75a9ccbbb42f50d0be6f6f42b491cd396cdd5d36d509657366af2e91ca34d	0	existing_challenge	seq_2ef75a9ccbbb42f50d0be6f6f42b491cd396cdd5d36d509657366af2e91ca34d	387	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/4b/4bb8261af3909286d051aa62b8a18115b329bda92df22d8e963dcfe7b98a8802.npy
163	163	seq_e88412b5d725c734c8d2206836db12ecd2cb0aaf7698a16d8e63c9805de45170	0	existing_challenge	seq_e88412b5d725c734c8d2206836db12ecd2cb0aaf7698a16d8e63c9805de45170	1152	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/7f/7f7f7d55ad6fe06ed96854f04c8968468bf462daea93cb5503d6ea3350f5f2d5.npy
164	164	seq_5b750e85ff17fbf9df02fa733f418241ee3423dc7b78ec023bd5c28a5b1624b9	0	existing_challenge	seq_5b750e85ff17fbf9df02fa733f418241ee3423dc7b78ec023bd5c28a5b1624b9	268	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/db/db1e586c8eab281e42f921555d25d87ad290d19f9f3d40041392863d4ae2ab0d.npy
165	165	seq_4d9cccfa5dba38d8c4ee1546cbfc91a68d5fe2cd2a0caae6b24d4e616a9ba6a3	0	existing_challenge	seq_4d9cccfa5dba38d8c4ee1546cbfc91a68d5fe2cd2a0caae6b24d4e616a9ba6a3	225	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/ad/ad522fdb04d0b4fcb7f498524eccb40cc0ebb0c85313a03763ce3fdcdf958f42.npy
166	166	seq_c5a8f6ed8cb3946fd3b7cdfae0384be0c27248cdfe08741fcc9fa2b564f83410	0	existing_challenge	seq_c5a8f6ed8cb3946fd3b7cdfae0384be0c27248cdfe08741fcc9fa2b564f83410	86	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/c2/c24652784fb736ca35c3b215fc80dffe9a917acc21b22089724b3221d53bc085.npy
167	167	seq_377c0febadf087b5418a74b65ae4d6fb422a5e5b15c0a31f0f88ffeb5e89c04f	0	existing_challenge	seq_377c0febadf087b5418a74b65ae4d6fb422a5e5b15c0a31f0f88ffeb5e89c04f	306	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/a0/a0a78b8d04e20e9948eb13f8f0bd3f4840e8396d720e25073eb98ba0b73f3b95.npy
168	168	seq_8c554a588bc330a6689af9bca434914cd11347d881f7dd0ab2fed971562d3c5f	0	existing_challenge	seq_8c554a588bc330a6689af9bca434914cd11347d881f7dd0ab2fed971562d3c5f	253	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/4b/4b54caff566c5ca6ccabeec23d6c7f1de9457caf224497ccbb544c7206a77904.npy
169	169	seq_5fb80139673dd2f517e7e466bb75b74b59a41140d858fde6461cbd4fad771b20	0	existing_challenge	seq_5fb80139673dd2f517e7e466bb75b74b59a41140d858fde6461cbd4fad771b20	83	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/d2/d2c3021df6a90655d96d554b83efb08ae82f089b88397ae42ab685e0eab6490f.npy
170	170	seq_8a7bb1063b1a436ea7f0ebcb6f6008444c79e0644926ce5047414d1b38930f18	0	existing_challenge	seq_8a7bb1063b1a436ea7f0ebcb6f6008444c79e0644926ce5047414d1b38930f18	319	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/61/61fc08d75dd6e66388870689a5f54e50648108d4bb843f682f60b582ecad14ad.npy
171	171	seq_58d709cf047f8da06c6dac453a3c046b8e6ea09475dbfaf46b790197d3cecbbb	0	existing_challenge	seq_58d709cf047f8da06c6dac453a3c046b8e6ea09475dbfaf46b790197d3cecbbb	133	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/a7/a75a7d98178c74ed307966c3075a928fcdfbdf1f1b7958edf3c3503ef8ecbf9c.npy
172	172	seq_b8e60dcdaf16bb162f6167df1cf4037fdc7db4173ab491890b19d00bd8ecdd70	0	existing_challenge	seq_b8e60dcdaf16bb162f6167df1cf4037fdc7db4173ab491890b19d00bd8ecdd70	398	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/9b/9b1f0f5d616212499a4ad8cbf83edd3ac3dd2442a226d631246dee8798133dc4.npy
173	173	seq_ca1846814698b043cdf112e766b1f17c31011a2bfb243bdde46126e8d16afbb6	0	existing_challenge	seq_ca1846814698b043cdf112e766b1f17c31011a2bfb243bdde46126e8d16afbb6	382	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/85/8569fb18fe19cfb4dddabf0d3213f322a3d4c0ced753257c3c29360634314ad3.npy
174	174	seq_57eab09787f895515107f6844f1e41e14c038fc015d5c82e33256807e8640cad	0	existing_challenge	seq_57eab09787f895515107f6844f1e41e14c038fc015d5c82e33256807e8640cad	203	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/bd/bdffc7cefd7a8867d7a684cbe65b6409b138d35baf6325123b40dcf651e607e9.npy
175	175	seq_29de739fe7bfa26b09f7eecf41bccec06bbb29b0a402f0c19308fe0414afc83c	0	existing_challenge	seq_29de739fe7bfa26b09f7eecf41bccec06bbb29b0a402f0c19308fe0414afc83c	288	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/6a/6a65df98aaec00cd9dda900864654751b44575d9489500053eb45156e1f9a759.npy
176	176	seq_d846de2181cf9bc0b03e707f737916bea9327181f27a1576b4670da084f86b39	0	existing_challenge	seq_d846de2181cf9bc0b03e707f737916bea9327181f27a1576b4670da084f86b39	160	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/81/81730799adb18f18b8054b0df3ff019b786ce7aee49c43fedf3de49c92712d7b.npy
177	177	seq_2d00bb2996f81c8f2ca3293d53de9be9e28c308b19988ebeadbbd08bd72fd20e	0	existing_challenge	seq_2d00bb2996f81c8f2ca3293d53de9be9e28c308b19988ebeadbbd08bd72fd20e	140	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/6d/6d32401c342d7a8e1c9acf572374a25b8769e098e7c1d26a53683fe1d432fcb1.npy
178	178	seq_3d24040c9031691a5bbda8af17abc41f414f33e0eb3f17d304f8b8344f6f71f2	0	existing_challenge	seq_3d24040c9031691a5bbda8af17abc41f414f33e0eb3f17d304f8b8344f6f71f2	214	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/7b/7b7c171fb5719852475598dae4659ae3c45fecb17d9e4f78eacd19353a262e0b.npy
179	179	seq_95a03194a3a4920896cbd4fdb634ef77054b7dc25ba7845367ce83925f900d1d	0	existing_challenge	seq_95a03194a3a4920896cbd4fdb634ef77054b7dc25ba7845367ce83925f900d1d	241	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/08/08250a4518568bacb637d1d75feea26c10e8d0c27bc8338359f9b9d4ccb80b95.npy
180	180	seq_bcd291f3d8c8aac75e86a344a4e1cfb3f053fa2fa845127aab1a5d32eab861fa	0	existing_challenge	seq_bcd291f3d8c8aac75e86a344a4e1cfb3f053fa2fa845127aab1a5d32eab861fa	140	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/23/23b764c901c290534d5ccb6118023c44ca956df07a5e672358200ab0575ab2de.npy
181	181	seq_23f26dbb9edaad770e948f98566c287da044ab49905b6f3de245c086495a2311	0	existing_challenge	seq_23f26dbb9edaad770e948f98566c287da044ab49905b6f3de245c086495a2311	297	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/1f/1fa9fdebab519e5add65b2e9b98072343f31a45073fd68f82269a0aa8d6672c3.npy
182	182	seq_93efca9890d32d143b856da84c91bfe1d5368cf3043ac86003d059f5e57e3adf	0	existing_challenge	seq_93efca9890d32d143b856da84c91bfe1d5368cf3043ac86003d059f5e57e3adf	162	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/b7/b724841289065bcf9ba4889ca2856182be29afe66f0f1a924903996a7a5ed141.npy
183	183	seq_0e6a54ff1df5fd6d5615a8b93811c226307eac15e1ed822eeba2daea43c32b02	0	existing_challenge	seq_0e6a54ff1df5fd6d5615a8b93811c226307eac15e1ed822eeba2daea43c32b02	170	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/14/14b29b51e826078930d092f3d1fea42f6102c6651ab9c588f21a21fe2cfc4287.npy
184	184	seq_107c298febe31dfd3d9662640e438b1534326e8d6bb1e1e3932774c346ad52eb	0	existing_challenge	seq_107c298febe31dfd3d9662640e438b1534326e8d6bb1e1e3932774c346ad52eb	62	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/02/02a09a1a0f035a5f847645716ab3c33badba0f141cc1e102cc18f90fa90fd478.npy
185	185	seq_a4975abd854a1956c56873459d52ae411c1f752449b655f23aa8c3ae0100eae0	0	existing_challenge	seq_a4975abd854a1956c56873459d52ae411c1f752449b655f23aa8c3ae0100eae0	230	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/b9/b905daebd6e409a66ec1406fe52ea9d041634200026801ec2c02e962fd154d30.npy
186	186	seq_4b6f59f6f3f8377b085f39439f2b6e4e0bd0b95abe3638cd257a7bd72cfda437	0	existing_challenge	seq_4b6f59f6f3f8377b085f39439f2b6e4e0bd0b95abe3638cd257a7bd72cfda437	271	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/aa/aaa96e2dfb7d042e0296900407f8fb136362a42763529c4a6b97b78537db431f.npy
187	187	seq_f23c3e737f83fefd4746aaac9ec9fccd8cd3cc05524128bf1660075061bef5f5	0	existing_challenge	seq_f23c3e737f83fefd4746aaac9ec9fccd8cd3cc05524128bf1660075061bef5f5	69	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/4d/4d9c2cd21d6b82e2390a5ea5d8baf271b4b564abf63e1bd51ecf0dddb6fdc2c5.npy
188	188	seq_e1cf152df6713e22bc785b80eb23bc64ca8bfe07989bcd70f776fe4a89b48fb2	0	existing_challenge	seq_e1cf152df6713e22bc785b80eb23bc64ca8bfe07989bcd70f776fe4a89b48fb2	770	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/e4/e4d025e643d57d670f1814f68b247672a8fe752ed6e750af6d016f3690535cb4.npy
189	189	seq_1a405b68e4228d56facb495af82e0ab9c293f51f2adfd782f3f24f30812db766	0	existing_challenge	seq_1a405b68e4228d56facb495af82e0ab9c293f51f2adfd782f3f24f30812db766	370	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/8c/8cdbf4599bf00f620ae18b7bc02346686e9bcd10245d2b2f7a6e6eef5cc6e377.npy
190	190	seq_ad5c8922546bb027a2214017c2dd6f146f69b516d99995c4e0b3d8d2b5c7ffe7	0	existing_challenge	seq_ad5c8922546bb027a2214017c2dd6f146f69b516d99995c4e0b3d8d2b5c7ffe7	330	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/e7/e75ca85d6afb0c3c701aafd4151493859751ccc1c65bad529a8341307a8cd454.npy
191	191	seq_c0c3eca42b1d1702e16c0e0840670adb5f0ae00dc6a556f80c4348564c93ec7f	0	existing_challenge	seq_c0c3eca42b1d1702e16c0e0840670adb5f0ae00dc6a556f80c4348564c93ec7f	190	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/e9/e9e6497344c10b7ecc6ba124c586fc467aa7699e439b2cd2ff61d2f3be5831ba.npy
192	192	seq_2cbc394a1313da91122a48f2acc858cc614efe0a766ca3c5e0105b05e8c2b5be	0	existing_challenge	seq_2cbc394a1313da91122a48f2acc858cc614efe0a766ca3c5e0105b05e8c2b5be	327	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/74/74e98fff200b613b029d1eacb46ca16b331dbda592ee3c8999b5d6e1d5d8cc78.npy
193	193	seq_0a15167aca9df1fceb855a93306477339dd5a986b2476eda96bf4a427a01e0d0	0	existing_challenge	seq_0a15167aca9df1fceb855a93306477339dd5a986b2476eda96bf4a427a01e0d0	1134	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/a7/a75f057084771106ea87612385c40f2b85f36171c04cf5fa07694fcbb25c5cdf.npy
194	194	seq_70fcee96473a4bd82ac505b0d61811a51d299cac2263f74a7603347e16d6dac3	0	existing_challenge	seq_70fcee96473a4bd82ac505b0d61811a51d299cac2263f74a7603347e16d6dac3	574	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/f1/f1bb581cd64f0d2bc36fbd4023385fa992a3bcf9f09a5b835528ecba1dd7e88f.npy
195	195	seq_129bc715cfaeea32cb572d304918037ce9c6092a4ca586f8659b8431b7e778e4	0	existing_challenge	seq_129bc715cfaeea32cb572d304918037ce9c6092a4ca586f8659b8431b7e778e4	253	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/8c/8cbcd6fb78039602d5ac8acba1a7fa68bc3cf553a5f639f8187783f9f276a467.npy
196	196	seq_fbf2b696146a3430765b0208479b77d5437dbc6560148626ede0a8027a2f8172	0	existing_challenge	seq_fbf2b696146a3430765b0208479b77d5437dbc6560148626ede0a8027a2f8172	293	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/dc/dcedb6f6a3d6ded3561d4a011a5c8f7296749576a9524f5b263f4a7e7424427b.npy
197	197	seq_901f34ce8313cbd1aaaadf82a192e5fb11008e1edcca7f6e37342e9d5eac574e	0	existing_challenge	seq_901f34ce8313cbd1aaaadf82a192e5fb11008e1edcca7f6e37342e9d5eac574e	143	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/b6/b60466c763d587a152eafe5e4dddafdaa452e123656f98abf55bca54c4779a57.npy
198	198	seq_f83a003d6dedda667a64c74905c8868d88b7b292bf1bbbecfd0870707d951243	0	existing_challenge	seq_f83a003d6dedda667a64c74905c8868d88b7b292bf1bbbecfd0870707d951243	139	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/69/6939d03d498ff856be8a1fdd4a5d0f056c348910978eaf96a25842a5322d1ae0.npy
199	199	seq_f789ae8438f157c0dc292ced15648861fc95bbf7001e2fbc60188865a2f9f3f2	0	existing_challenge	seq_f789ae8438f157c0dc292ced15648861fc95bbf7001e2fbc60188865a2f9f3f2	356	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/9c/9c309aca468bcef7996db1561e36ecce6d1c8f58dfc497e3f64fdb49907895af.npy
200	200	seq_91aed54b2914fb13987b80cfd6314965498975e72f0962d50fac70dccebf2877	0	existing_challenge	seq_91aed54b2914fb13987b80cfd6314965498975e72f0962d50fac70dccebf2877	365	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/a7/a79bc699f057672a93c42fd8cb126b6f56e72764ea6c4f034713eb9b639963a5.npy
201	201	seq_805d2284cf05cd54d7aa20b00b275f394c9d6c4cd32fc95f59a627ca6b072295	0	existing_challenge	seq_805d2284cf05cd54d7aa20b00b275f394c9d6c4cd32fc95f59a627ca6b072295	69	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/8f/8fada8a350d566b213a975c6a79a01d3e0631a38609ea45d10c5fb09aed831ed.npy
202	202	seq_13e43ca23ced03ee287da82a359afb278465a60bc7bbbc6a8042eb0ddadfbf8c	0	existing_challenge	seq_13e43ca23ced03ee287da82a359afb278465a60bc7bbbc6a8042eb0ddadfbf8c	479	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/d3/d3667d94a4e5cd3ccd89cb75d76bf719db9acad2bf98de551969bfe4ee46b648.npy
203	203	seq_313d06d25a41a4f3aa5489a1d35731ad6159aaaa16f2943c2ad71ba358a43d0c	0	existing_challenge	seq_313d06d25a41a4f3aa5489a1d35731ad6159aaaa16f2943c2ad71ba358a43d0c	322	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/82/823de3bd93ef77c7f3c429dce827778577ffb5f4f35f6f20b98765e4a45094d1.npy
204	204	seq_c835174867f42a1219bda2a9c6b618234722681f4d1bc575afb53c678dca53ca	0	existing_challenge	seq_c835174867f42a1219bda2a9c6b618234722681f4d1bc575afb53c678dca53ca	85	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/e2/e239ec31f7cbcc42e9671aacea15bb61929dec547293fe89e4ed5259fcb85fd8.npy
205	205	seq_2d81941f00a19e98098f04a600493368b7e51a43f83c52542572c12d52d5d6dc	0	existing_challenge	seq_2d81941f00a19e98098f04a600493368b7e51a43f83c52542572c12d52d5d6dc	169	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/32/32380d53e829e32080a126fa55d1ad8259ea5578bda24bcf195bc20e2c8552e1.npy
206	206	seq_81812f7d1f5de867e61aa9b164ad4ac74d2bba13cf44869685c7ba854f757ab8	0	existing_challenge	seq_81812f7d1f5de867e61aa9b164ad4ac74d2bba13cf44869685c7ba854f757ab8	421	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/ad/ad7c6e1b01e86bfd8ab440dfb319d2b6f4c246c32b77eae033b62768567277eb.npy
207	207	seq_60990c70285e2ff442d67f63eca456aace161a1bbb4aaa59bfac8df508c19f50	0	existing_challenge	seq_60990c70285e2ff442d67f63eca456aace161a1bbb4aaa59bfac8df508c19f50	105	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/ec/ecf3750697558a1d0010ef6be5be27bee59aa79c7999fb913c5dd922ad4f8c34.npy
208	208	seq_cdcf9620c8e029554022a18bf109d6ffa2c22487a6d4ea4b12b0db038bb3f8ca	0	existing_challenge	seq_cdcf9620c8e029554022a18bf109d6ffa2c22487a6d4ea4b12b0db038bb3f8ca	352	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/ba/ba87418ab0346f60e5ea993b2faabe2892870f52772903c748afe7a32ed07aa5.npy
209	209	seq_f99164410810d0e7d10fed26083dbe5bbc2b140d3a32a58ce45194d8397b326f	0	existing_challenge	seq_f99164410810d0e7d10fed26083dbe5bbc2b140d3a32a58ce45194d8397b326f	448	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/d9/d9388a32ccb8c186c99e7122cfaf82032cf996725150c2ce19b64173837192c3.npy
210	210	seq_569e57fb53fdf691b150d83f1e51392335459ad3e046b3c382b50c309cc9b1a1	0	existing_challenge	seq_569e57fb53fdf691b150d83f1e51392335459ad3e046b3c382b50c309cc9b1a1	103	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/c0/c0c4acf516cd19759af005f7af6d1a9363028d5e8e1e8e3ab534222d81c76727.npy
211	211	seq_9b4e76dd5ea6d5d7e167a2e6477e861004fee649f3e5db674d52ee8177ca8375	0	existing_challenge	seq_9b4e76dd5ea6d5d7e167a2e6477e861004fee649f3e5db674d52ee8177ca8375	289	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/0e/0ee63a6758787ceaec895ec38fabc546d5e19ab2ddf214174fa9b334363241fc.npy
212	212	seq_e9bdbb1e8049bf4a1888996c1ca57347a2a0cf890b97200f7c95c1fccbaf8005	0	existing_challenge	seq_e9bdbb1e8049bf4a1888996c1ca57347a2a0cf890b97200f7c95c1fccbaf8005	296	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/27/2776434a22120a53e29bdd0a8bca0f326093de167a938a149b61534440c78a91.npy
213	213	seq_082ab569785d46097d6b6376ad0bc732254a11106c1fbff6d2f9c579ef828687	0	existing_challenge	seq_082ab569785d46097d6b6376ad0bc732254a11106c1fbff6d2f9c579ef828687	225	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/70/7082c394bf21663055c4624943e673a43581609825112e9ae7793041111eed07.npy
214	214	seq_fcda45399da15c3965cf3e5fbd917981ebeb64b2c8fe4acff887c8c4407fc919	0	existing_challenge	seq_fcda45399da15c3965cf3e5fbd917981ebeb64b2c8fe4acff887c8c4407fc919	196	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/3f/3f001bfb2c17f9f30f30eb8534a346f4b465ae99c86eefb86a8792456add90af.npy
215	215	seq_f8ea594a46fe53fdc0d152128071bce1bfc57c7840e20b8ffca89dba29d261ce	0	existing_challenge	seq_f8ea594a46fe53fdc0d152128071bce1bfc57c7840e20b8ffca89dba29d261ce	176	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/e8/e81a0b08fc6af31e239b0a9b011c283e26cb376e9fec62fb1aebb81743d666a5.npy
216	216	seq_433ce2c62b3df8ee4333551ade632d7bc6989ae7e540998f3224dd65777bc648	0	existing_challenge	seq_433ce2c62b3df8ee4333551ade632d7bc6989ae7e540998f3224dd65777bc648	219	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/9e/9e154e68d0d400cb63bca895622f9f022082a5c78d8e28e14f5a3e0955aaee7d.npy
217	217	seq_b5a0e595df8dd7eb4c2cd19977f902b29b046e7cfa632c411bb2157593ec0cfd	0	existing_challenge	seq_b5a0e595df8dd7eb4c2cd19977f902b29b046e7cfa632c411bb2157593ec0cfd	199	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/a2/a26d3515122879ee46a27de28b6cc1c7ec0bb369a9bea47a89e2e9f93544a5ad.npy
218	218	seq_5b1e93840d86294dc76c00611726c6e9ac5db45e6e7e0430be893123b092577f	0	existing_challenge	seq_5b1e93840d86294dc76c00611726c6e9ac5db45e6e7e0430be893123b092577f	332	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/a4/a493c7e2f9dcfab822bf6a9b17c0bae98a54177d185ceeb83303ac8caa6c7bf4.npy
219	219	seq_6e371f174ede3c639919d0298bf93f10abbbc0a4a12719e5594d3093948a15bf	0	existing_challenge	seq_6e371f174ede3c639919d0298bf93f10abbbc0a4a12719e5594d3093948a15bf	209	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/70/70aee32492662653c74ed63afee32effd7e84a8bb7d5893667b6bee53c07d83f.npy
220	220	seq_74244655c9da43c0f0f5ad23571a8b1815eb56bcd035e79f67000f978670ae6a	0	existing_challenge	seq_74244655c9da43c0f0f5ad23571a8b1815eb56bcd035e79f67000f978670ae6a	71	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/4a/4a869df45d1051480f318f2d3866b2d99d4e628227241f70235f9f06756e303e.npy
221	221	seq_8ee3a0af3e9351cbe4ee6ce274eae63c1b2f33e1a2cf6066662f3797cec72bb8	0	existing_challenge	seq_8ee3a0af3e9351cbe4ee6ce274eae63c1b2f33e1a2cf6066662f3797cec72bb8	320	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/8b/8b3617cbc8e2256fab28bef6d93917746b82137a4cef827b2a1a0421e59f1b46.npy
222	222	seq_7072f2df382c6f64ef82d04a9392179eebb57f166e6a93357ea538912186205b	0	existing_challenge	seq_7072f2df382c6f64ef82d04a9392179eebb57f166e6a93357ea538912186205b	829	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/18/18e7b3fac3e9d9f299fc50060bbe535587586dee43c81bf84a92d82a8562873e.npy
223	223	seq_cd99a503f309751a2f6d8525ad732b5051bff5c4f75a2c96ac76967d93f40d01	0	existing_challenge	seq_cd99a503f309751a2f6d8525ad732b5051bff5c4f75a2c96ac76967d93f40d01	178	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/d0/d044b643db8b6059316721dfd7082574bfbafce09005fd87543cdb32e5322e72.npy
224	224	seq_d96b5b2c133057de43d61b1a85b3845e71c9fa671f773f8d4818bbffeac5e6fe	0	existing_challenge	seq_d96b5b2c133057de43d61b1a85b3845e71c9fa671f773f8d4818bbffeac5e6fe	126	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/5c/5c45ac465fcd07977a90e497a13848be27931add9cf02cb4dbdb89404f5c33a4.npy
225	225	seq_7b68c2cc5b862f339a4ad2cc711a6bd895cc894dfd36f9284146be2be61d0c03	0	existing_challenge	seq_7b68c2cc5b862f339a4ad2cc711a6bd895cc894dfd36f9284146be2be61d0c03	149	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/f1/f1e7276ea3ca4a19743f704bf69696063ebcd8527611cc0288e2db672dd4215b.npy
226	226	seq_6328d68d1420aa2e7c67c39c1543f017bb8b43feeaf0314d88453d34dc0591c5	0	existing_challenge	seq_6328d68d1420aa2e7c67c39c1543f017bb8b43feeaf0314d88453d34dc0591c5	159	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/03/03a8dbdff856fbaed306a9adecaa2929760ba740384a942aae7fc56bbeb46f0b.npy
227	227	seq_e7e56b5e058963ebd7c6f7a05da321ee93847226bcdd815c8acc3a21c6260020	0	existing_challenge	seq_e7e56b5e058963ebd7c6f7a05da321ee93847226bcdd815c8acc3a21c6260020	169	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/bf/bf7a10cadaa52ad23075997879478f04be97d95b1bd4d1bf26044a2b6884a1c1.npy
228	228	seq_9ebf62d7e1daccdb0c608392c6eb0a796b68f4555b6090f3a64f022c1b69986c	0	existing_challenge	seq_9ebf62d7e1daccdb0c608392c6eb0a796b68f4555b6090f3a64f022c1b69986c	115	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/75/752150fe6cdcbc801718729e25d217467e844e9560b9762f1785b8bc3311a17c.npy
229	229	seq_0babc1c4a7d7be9e9466ab739a97c91c26cf9cbc11168a81afebfad7f06a95af	0	existing_challenge	seq_0babc1c4a7d7be9e9466ab739a97c91c26cf9cbc11168a81afebfad7f06a95af	316	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/25/2583ee2c807df5db3bbeee5a1b127fc4ea70bde0da8042b44ea50a61de2be345.npy
230	230	seq_d56f2bbf7f588500a944d5a70e08a801ef3588160ccf73e692e9902977689f51	0	existing_challenge	seq_d56f2bbf7f588500a944d5a70e08a801ef3588160ccf73e692e9902977689f51	144	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/57/57b40cad27fb61df523fb243f0842ba20f97d5b5c7bb7c96611c36fc76a6f265.npy
231	231	seq_c6d89e9c52168901ccab3db916523f34aff6b4a5a80dd78d2eaf48d6b7d6bbeb	0	existing_challenge	seq_c6d89e9c52168901ccab3db916523f34aff6b4a5a80dd78d2eaf48d6b7d6bbeb	121	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/20/20719b070670dbe6a1dd5edacffb2033f9dd053b04fe6e888a8f1bd442cb5f37.npy
232	232	seq_b9e4b3a1f83026ed89f2a3e974f5ea7ffea626daf1b73d429b186518c9a595ac	0	existing_challenge	seq_b9e4b3a1f83026ed89f2a3e974f5ea7ffea626daf1b73d429b186518c9a595ac	410	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/4e/4e6f41196aed4fa0ac96ffcf291232a88b00c5a6bb1ef471b489adc4eaa7ed36.npy
233	233	seq_834ba10fd2934eb15db750c0c9abb95a03fd97a8047f7cf261559500acd9bebb	0	existing_challenge	seq_834ba10fd2934eb15db750c0c9abb95a03fd97a8047f7cf261559500acd9bebb	118	/home/lvfang/ESMC_halophile/R3_existing_challenge_v1_output/esm2/records/c2/c20264e1dc5314be1b600ffcb1e59e94e944bb9e82db360f330ffc6841ccfae1.npy
