record_order	clean_id	record_id	dataset	label	sequence_sha256	strict40_independent	strict25_independent	final_v3_calibrated_probability	final_v3_threshold	final_v3_prediction
403	seq_58d47bce416df9619a77d673b88256850e2d8b94c288b0399c15e51b1759c379	HCNEW0404	haloclass_newtest1402	0	58d47bce416df9619a77d673b88256850e2d8b94c288b0399c15e51b1759c379	True	True	0.7035830154912427	0.47000000000000003	1
404	seq_f88f6ed3d4c44bdddab8c605cc8813a642db47ee31e2a56b17102e46b6188381	HCNEW0405	haloclass_newtest1402	0	f88f6ed3d4c44bdddab8c605cc8813a642db47ee31e2a56b17102e46b6188381	True	False	0.20163068695939537	0.47000000000000003	0
405	seq_d30d587bf4eb37d1dcd7ac158fbcf3f3d4af4ae385f0930f17eac5dbc97e99fa	HCNEW0406	haloclass_newtest1402	1	d30d587bf4eb37d1dcd7ac158fbcf3f3d4af4ae385f0930f17eac5dbc97e99fa	True	True	0.9971103182260322	0.47000000000000003	1
406	seq_b90d073afecac891c5281c8c7bff02e2290b4b1e0f22a59aeff80aff92decb8a	HCNEW0407	haloclass_newtest1402	0	b90d073afecac891c5281c8c7bff02e2290b4b1e0f22a59aeff80aff92decb8a	True	True	0.08335929725405987	0.47000000000000003	0
407	seq_e6b21bc11c4e424ece655c2b945017c600838bf7d0badeef25450b05b8153919	HCNEW0408	haloclass_newtest1402	0	e6b21bc11c4e424ece655c2b945017c600838bf7d0badeef25450b05b8153919	True	True	0.10001693441853621	0.47000000000000003	0
408	seq_994e6cf6a28138a31b058ebc584953d0b92f9cd3eca21f88088a5a46797a246c	HCNEW0409	haloclass_newtest1402	0	994e6cf6a28138a31b058ebc584953d0b92f9cd3eca21f88088a5a46797a246c	True	True	0.9876441459123659	0.47000000000000003	1
409	seq_9682d8415e60a778e4cccb1c5761edac3c07fab440a92d08b27dc3fd62146dd4	HCNEW0410	haloclass_newtest1402	0	9682d8415e60a778e4cccb1c5761edac3c07fab440a92d08b27dc3fd62146dd4	True	True	0.014161508389240544	0.47000000000000003	0
410	seq_99ce7ec22fec5f5ff065a62428d5fb46e07652fb279219535d519cb3b9e5797d	HCNEW0411	haloclass_newtest1402	1	99ce7ec22fec5f5ff065a62428d5fb46e07652fb279219535d519cb3b9e5797d	True	True	0.9433916040347372	0.47000000000000003	1
411	seq_5f07d620b143ac4b2bf19dd6012b11e1d4e76c52cff8d528f90a69d1bd0f0483	HCNEW0412	haloclass_newtest1402	0	5f07d620b143ac4b2bf19dd6012b11e1d4e76c52cff8d528f90a69d1bd0f0483	True	True	0.7137040006918227	0.47000000000000003	1
412	seq_e98c4f4514a4080d0fec33d6b05f2f906cece2d46fed207912def38470b5544d	HCNEW0413	haloclass_newtest1402	1	e98c4f4514a4080d0fec33d6b05f2f906cece2d46fed207912def38470b5544d	True	True	0.9972555981575685	0.47000000000000003	1
413	seq_98b38326d78ff22608ebd8fd7251de5af874ec27705781ecd3c05f45bb0c93d5	HCNEW0414	haloclass_newtest1402	1	98b38326d78ff22608ebd8fd7251de5af874ec27705781ecd3c05f45bb0c93d5	True	True	0.9997680280846601	0.47000000000000003	1
414	seq_848b4bec35d54caa727321157b626787629748a64eb090127e3d4a863254d4c8	HCNEW0415	haloclass_newtest1402	1	848b4bec35d54caa727321157b626787629748a64eb090127e3d4a863254d4c8	True	True	0.9917442562938101	0.47000000000000003	1
415	seq_a46b3f6e1b8155f9e8a68e35511383fc8f99c6e08c298d09a91e4a4b74ecb9d8	HCNEW0416	haloclass_newtest1402	0	a46b3f6e1b8155f9e8a68e35511383fc8f99c6e08c298d09a91e4a4b74ecb9d8	True	True	0.994532324116385	0.47000000000000003	1
416	seq_980435533ee27b672da86304c43fc96fd2d82586f8aa431d1425d2ed87862d69	HCNEW0417	haloclass_newtest1402	0	980435533ee27b672da86304c43fc96fd2d82586f8aa431d1425d2ed87862d69	True	True	0.4661165839335179	0.47000000000000003	0
417	seq_c22dc9a02652766c1192cca65cd407beab2de51757bec66a1c403f6224c0d305	HCNEW0418	haloclass_newtest1402	0	c22dc9a02652766c1192cca65cd407beab2de51757bec66a1c403f6224c0d305	True	True	0.8871867736720261	0.47000000000000003	1
418	seq_0826ef290c4fc2b9482353f0cde0f2037e752cf448f30760ddd70a2321254ab6	HCNEW0419	haloclass_newtest1402	1	0826ef290c4fc2b9482353f0cde0f2037e752cf448f30760ddd70a2321254ab6	True	True	0.05262279230368986	0.47000000000000003	0
419	seq_29555905eab8f57539a01da979547533328c387c650b59e81151e6ccb77bb509	HCNEW0420	haloclass_newtest1402	0	29555905eab8f57539a01da979547533328c387c650b59e81151e6ccb77bb509	True	True	0.8128677288344065	0.47000000000000003	1
420	seq_c4ef778579617d4375913a75f31e9f735a1839de91caa7c28345e12f166d79ac	HCNEW0421	haloclass_newtest1402	0	c4ef778579617d4375913a75f31e9f735a1839de91caa7c28345e12f166d79ac	True	True	0.690026659709666	0.47000000000000003	1
421	seq_c6d7055746d6bea3ad1e467133dfdf4bb88eb4eeb856959328f82aca659c0914	HCNEW0422	haloclass_newtest1402	1	c6d7055746d6bea3ad1e467133dfdf4bb88eb4eeb856959328f82aca659c0914	True	True	0.99998413262236	0.47000000000000003	1
422	seq_8e06a4b714d76743aac6c1a407bdb3bc4268e9a64b4ffaf31c5d1ff2fb6e7da4	HCNEW0423	haloclass_newtest1402	0	8e06a4b714d76743aac6c1a407bdb3bc4268e9a64b4ffaf31c5d1ff2fb6e7da4	True	True	0.9442474620615311	0.47000000000000003	1
423	seq_f945cf9203e02ac3e4927b533d473792132baa7b9cec93aed5be7c02c33f248f	HCNEW0424	haloclass_newtest1402	1	f945cf9203e02ac3e4927b533d473792132baa7b9cec93aed5be7c02c33f248f	True	True	0.0703390612960058	0.47000000000000003	0
424	seq_31760a209c34df69254c0544cab0f332c45deba834751aa2155e70d85c748ee1	HCNEW0425	haloclass_newtest1402	0	31760a209c34df69254c0544cab0f332c45deba834751aa2155e70d85c748ee1	True	True	0.008556519674503004	0.47000000000000003	0
425	seq_c1be3927672585b27b4357011554ab39d6a1e73f0f6b4b736c87023a99464d7b	HCNEW0426	haloclass_newtest1402	0	c1be3927672585b27b4357011554ab39d6a1e73f0f6b4b736c87023a99464d7b	True	True	0.8358245057210882	0.47000000000000003	1
426	seq_8be1e031a41ffed6294979d3259e45ebf98fae159da6b8dd95b54a6cbbb0fe96	HCNEW0427	haloclass_newtest1402	0	8be1e031a41ffed6294979d3259e45ebf98fae159da6b8dd95b54a6cbbb0fe96	True	True	0.6744041613545452	0.47000000000000003	1
427	seq_fb230ab40e450590d92127387af631e9da8c4fb13fa96851f0c9dc457319de4c	HCNEW0428	haloclass_newtest1402	1	fb230ab40e450590d92127387af631e9da8c4fb13fa96851f0c9dc457319de4c	True	True	0.9973734092763952	0.47000000000000003	1
428	seq_cbadac1c20f683aa7a816624e6ba06b23e7ed66452714c4774bb615d97ef48e5	HCNEW0429	haloclass_newtest1402	0	cbadac1c20f683aa7a816624e6ba06b23e7ed66452714c4774bb615d97ef48e5	True	True	0.9995287377635718	0.47000000000000003	1
429	seq_17cc6c30b4ceb68775d69db21cf0c72e556c05b64c60b503f875a5ecf4b870d8	HCNEW0430	haloclass_newtest1402	1	17cc6c30b4ceb68775d69db21cf0c72e556c05b64c60b503f875a5ecf4b870d8	True	True	0.5685169579423808	0.47000000000000003	1
430	seq_e06a23a8c09ecf8bb33d0f05c4577f43fbbd37281bc4f1cbd1f61014e3a06e5e	HCNEW0431	haloclass_newtest1402	0	e06a23a8c09ecf8bb33d0f05c4577f43fbbd37281bc4f1cbd1f61014e3a06e5e	True	True	0.9410236440324556	0.47000000000000003	1
431	seq_2f3ca11fee08a41d81b10f517861aad38419180091f20af95d2d664d900a0f5c	HCNEW0432	haloclass_newtest1402	0	2f3ca11fee08a41d81b10f517861aad38419180091f20af95d2d664d900a0f5c	True	True	0.9566123286408775	0.47000000000000003	1
432	seq_d5c58192424441e9b16df8c246f604190b554bba81e3b61c75d89edf7e021006	HCNEW0433	haloclass_newtest1402	1	d5c58192424441e9b16df8c246f604190b554bba81e3b61c75d89edf7e021006	True	True	0.856005002512194	0.47000000000000003	1
433	seq_da055c4c6dde4ee74d3d342539d72ab0f1afb809c0b02db1721900e9d1694afa	HCNEW0434	haloclass_newtest1402	0	da055c4c6dde4ee74d3d342539d72ab0f1afb809c0b02db1721900e9d1694afa	True	True	0.04769763444368535	0.47000000000000003	0
434	seq_fb287a783512d6f356c6c82c20b6e2a6605da0a003328a9639b533ce9033f595	HCNEW0435	haloclass_newtest1402	0	fb287a783512d6f356c6c82c20b6e2a6605da0a003328a9639b533ce9033f595	True	True	0.7366375595364064	0.47000000000000003	1
435	seq_d046745caf20beb15a9b33cd1ce0c9689dfb0549e22316a9d2ca8824be71089e	HCNEW0436	haloclass_newtest1402	0	d046745caf20beb15a9b33cd1ce0c9689dfb0549e22316a9d2ca8824be71089e	True	True	0.999593361068388	0.47000000000000003	1
436	seq_606f94d63e5ba448d728230bf17386ca3ccb463869782ea3e60461720ee46c6e	HCNEW0437	haloclass_newtest1402	1	606f94d63e5ba448d728230bf17386ca3ccb463869782ea3e60461720ee46c6e	True	True	0.9996252132096403	0.47000000000000003	1
437	seq_ae35c16b4ab41d1bd60eca182213a255510cece7c0edea304a5002175b6fe272	HCNEW0438	haloclass_newtest1402	1	ae35c16b4ab41d1bd60eca182213a255510cece7c0edea304a5002175b6fe272	True	True	0.9979401636340766	0.47000000000000003	1
438	seq_a961d24623a384cd322dd541affd23f2efada041c7087d2b00f4094ee7d410f6	HCNEW0439	haloclass_newtest1402	0	a961d24623a384cd322dd541affd23f2efada041c7087d2b00f4094ee7d410f6	True	True	0.9998388321774572	0.47000000000000003	1
439	seq_311f0d015bfe5e9ef05bba6c1e1895032e9a871a6a752603262eee852e399a79	HCNEW0440	haloclass_newtest1402	1	311f0d015bfe5e9ef05bba6c1e1895032e9a871a6a752603262eee852e399a79	True	True	0.12085082680952139	0.47000000000000003	0
440	seq_015aa38b285c73d28a15bf67df3b61ecb3e1c5467cd040804298979a8bbf8ce2	HCNEW0441	haloclass_newtest1402	0	015aa38b285c73d28a15bf67df3b61ecb3e1c5467cd040804298979a8bbf8ce2	True	False	0.7040534508958785	0.47000000000000003	1
441	seq_045276f3934315ff1a0b8573223ede97818d8defbf8e9b5252422f0bf8b626f5	HCNEW0442	haloclass_newtest1402	0	045276f3934315ff1a0b8573223ede97818d8defbf8e9b5252422f0bf8b626f5	True	True	0.03944119504273588	0.47000000000000003	0
442	seq_f408524ec45189c4b37c5cc9e3d1c7987eb89c48e520a4d3b4cab4e3c3b20de7	HCNEW0443	haloclass_newtest1402	0	f408524ec45189c4b37c5cc9e3d1c7987eb89c48e520a4d3b4cab4e3c3b20de7	True	True	0.07831435383613253	0.47000000000000003	0
443	seq_bf5c695d6e1c7794685d671d27ea3dcdddb6440753795ffde91434a56c2ad527	HCNEW0444	haloclass_newtest1402	0	bf5c695d6e1c7794685d671d27ea3dcdddb6440753795ffde91434a56c2ad527	True	True	0.001841957491558235	0.47000000000000003	0
444	seq_44dc77d5586adbfee2dae446d883b61435e3431b2b68e52fe0a55876b8ce30ba	HCNEW0445	haloclass_newtest1402	0	44dc77d5586adbfee2dae446d883b61435e3431b2b68e52fe0a55876b8ce30ba	True	True	0.830776471752601	0.47000000000000003	1
445	seq_d5df9011e1eef5bcdb442431ab0b2a8bc3f1dabcf741dbb5384509f2c2d895c6	HCNEW0446	haloclass_newtest1402	0	d5df9011e1eef5bcdb442431ab0b2a8bc3f1dabcf741dbb5384509f2c2d895c6	True	True	0.019597534727899296	0.47000000000000003	0
446	seq_90c05557bcb499d87c91a85b4bea05c13e962175470e6de026640be0bae96c22	HCNEW0447	haloclass_newtest1402	0	90c05557bcb499d87c91a85b4bea05c13e962175470e6de026640be0bae96c22	True	True	0.9948524932043927	0.47000000000000003	1
447	seq_c540cdc45ed528e0f2ae0c59496fb43fe93208f75b5ade663d753effe6f5cbaa	HCNEW0448	haloclass_newtest1402	1	c540cdc45ed528e0f2ae0c59496fb43fe93208f75b5ade663d753effe6f5cbaa	True	True	0.9990978401216837	0.47000000000000003	1
448	seq_81b2ddd8990b5ca0413882f29bb574d1a3b57f2fd8565aaf7328fabcfacae9fb	HCNEW0449	haloclass_newtest1402	1	81b2ddd8990b5ca0413882f29bb574d1a3b57f2fd8565aaf7328fabcfacae9fb	True	True	0.9994477458164559	0.47000000000000003	1
449	seq_818e821d09c8ef79e90aed4ef123230285de0d653d823d9e32e2678f50bed62e	HCNEW0450	haloclass_newtest1402	0	818e821d09c8ef79e90aed4ef123230285de0d653d823d9e32e2678f50bed62e	True	True	0.43555322402812136	0.47000000000000003	0
450	seq_5c143cad4dc30d721a22575e1fe565710ddb24fd49a819cdf8430d8110d42a1b	HCNEW0451	haloclass_newtest1402	0	5c143cad4dc30d721a22575e1fe565710ddb24fd49a819cdf8430d8110d42a1b	True	True	0.9976359450631953	0.47000000000000003	1
451	seq_542b21f19eab8e309fb193a7b7a7e17ea690a4fde7a767bd0f9e9c3f0cd7ceb7	HCNEW0452	haloclass_newtest1402	1	542b21f19eab8e309fb193a7b7a7e17ea690a4fde7a767bd0f9e9c3f0cd7ceb7	True	True	0.14041533364265757	0.47000000000000003	0
452	seq_91eca475b08c94e9d652f4925e6ec5a5b9d6a7da08dd4023628a626c5a56581c	HCNEW0453	haloclass_newtest1402	1	91eca475b08c94e9d652f4925e6ec5a5b9d6a7da08dd4023628a626c5a56581c	True	True	0.9976608185950809	0.47000000000000003	1
453	seq_2bc6041be1686b2f9d3def3366d95d3efb6ef1d2c3a585eba5a09353af09b958	HCNEW0454	haloclass_newtest1402	1	2bc6041be1686b2f9d3def3366d95d3efb6ef1d2c3a585eba5a09353af09b958	True	True	0.9998212834624685	0.47000000000000003	1
454	seq_1edb924d2691648bee69470e439d4b2731a66721f40fc70a5ed809062c837484	HCNEW0455	haloclass_newtest1402	1	1edb924d2691648bee69470e439d4b2731a66721f40fc70a5ed809062c837484	True	True	0.9965936023616214	0.47000000000000003	1
455	seq_a8cef8248183b914877d43061d73593182a7a8fc8c9d48b3312ef25bcab5013f	HCNEW0456	haloclass_newtest1402	0	a8cef8248183b914877d43061d73593182a7a8fc8c9d48b3312ef25bcab5013f	True	True	0.15456932781001875	0.47000000000000003	0
456	seq_3f5b80a3957df334522247dc57943e958e7defef017649a344c79212815d60e5	HCNEW0457	haloclass_newtest1402	0	3f5b80a3957df334522247dc57943e958e7defef017649a344c79212815d60e5	True	True	0.9933727353986849	0.47000000000000003	1
457	seq_f7471c19b7dda7b23c58d5f9f57035aaa2e1b71b7d7058b08f928fbde9434cb5	HCNEW0458	haloclass_newtest1402	1	f7471c19b7dda7b23c58d5f9f57035aaa2e1b71b7d7058b08f928fbde9434cb5	True	True	0.9151678341553109	0.47000000000000003	1
458	seq_7d0f763c4d6d9e7d15e974660c26f24f4aa59d0b84b018203b8296d6c49e4d88	HCNEW0459	haloclass_newtest1402	1	7d0f763c4d6d9e7d15e974660c26f24f4aa59d0b84b018203b8296d6c49e4d88	True	True	0.888052942551554	0.47000000000000003	1
459	seq_7cff2214a81bd0b7d0615b5e59fac7187756e45ed416bcbb38ff8eb8974688ff	HCNEW0460	haloclass_newtest1402	1	7cff2214a81bd0b7d0615b5e59fac7187756e45ed416bcbb38ff8eb8974688ff	True	True	0.9981529339768682	0.47000000000000003	1
460	seq_c0cd069be6b814d70d313ffb34ff9906567266630840ca35d29a99aa2f08b20f	HCNEW0461	haloclass_newtest1402	1	c0cd069be6b814d70d313ffb34ff9906567266630840ca35d29a99aa2f08b20f	True	False	0.9851513426812586	0.47000000000000003	1
461	seq_1bead86ab8096915929378362959df24892ce3ba513adde0041485c5663ac2b0	HCNEW0462	haloclass_newtest1402	1	1bead86ab8096915929378362959df24892ce3ba513adde0041485c5663ac2b0	True	True	0.31230879879155615	0.47000000000000003	0
462	seq_f947ff2224a5be22f41706c953bb6d9704e9e1f7ceba28dab7672a674dedcf09	HCNEW0463	haloclass_newtest1402	0	f947ff2224a5be22f41706c953bb6d9704e9e1f7ceba28dab7672a674dedcf09	True	True	0.7841179711352271	0.47000000000000003	1
463	seq_6fa6d2c1746b0ab275958aa5a3c93de6a91d97fe7f9c4bae4695c47792acbfb4	HCNEW0464	haloclass_newtest1402	0	6fa6d2c1746b0ab275958aa5a3c93de6a91d97fe7f9c4bae4695c47792acbfb4	True	True	0.01031057716629652	0.47000000000000003	0
464	seq_31461e314f61656aa89f6c75710b639176bb98ef69436353be1d66d0db189058	HCNEW0465	haloclass_newtest1402	1	31461e314f61656aa89f6c75710b639176bb98ef69436353be1d66d0db189058	False	False	0.9892100786327854	0.47000000000000003	1
465	seq_779caa07db9deb5cafa0ffd915c4deb5e475a11561cc443d4a5b1c3bf797f6ab	HCNEW0466	haloclass_newtest1402	0	779caa07db9deb5cafa0ffd915c4deb5e475a11561cc443d4a5b1c3bf797f6ab	True	True	0.01656985880263114	0.47000000000000003	0
466	seq_6f4f46ca46a1dd25b392a26cdca0d0e83f85a90a40dfe604d08f77c4cac2380c	HCNEW0467	haloclass_newtest1402	0	6f4f46ca46a1dd25b392a26cdca0d0e83f85a90a40dfe604d08f77c4cac2380c	True	True	0.16117671316759308	0.47000000000000003	0
467	seq_4a935b730fe1b36fb896209445e1abc4429aa0850a84e7961263b5c647301aa1	HCNEW0468	haloclass_newtest1402	1	4a935b730fe1b36fb896209445e1abc4429aa0850a84e7961263b5c647301aa1	True	True	0.9984370349748446	0.47000000000000003	1
468	seq_8c4dd03216d45ed1132db2d6cdace705c462f59a9f3e44b35b2a55aeafbf727f	HCNEW0469	haloclass_newtest1402	0	8c4dd03216d45ed1132db2d6cdace705c462f59a9f3e44b35b2a55aeafbf727f	True	True	0.15069209198365266	0.47000000000000003	0
469	seq_bd25b35cf3056ed467d110c83b3283c9525d051a46dfe514b89f42e6df90d29e	HCNEW0470	haloclass_newtest1402	0	bd25b35cf3056ed467d110c83b3283c9525d051a46dfe514b89f42e6df90d29e	True	True	0.8800235797324076	0.47000000000000003	1
470	seq_56a23e5273977fc8d839ddce423ed742340f8657b53ebcb04406041c1027902b	HCNEW0471	haloclass_newtest1402	0	56a23e5273977fc8d839ddce423ed742340f8657b53ebcb04406041c1027902b	True	True	0.5971479402024737	0.47000000000000003	1
471	seq_487c619b977296e6a39c81adbf4e92f92d08557e153fa53ff129d765dfec819e	HCNEW0472	haloclass_newtest1402	1	487c619b977296e6a39c81adbf4e92f92d08557e153fa53ff129d765dfec819e	True	False	0.9978320674630643	0.47000000000000003	1
472	seq_5b410e785d9acaa0fb957068e340fbabfcbf644fb965677fc09c97da4fa0fb87	HCNEW0473	haloclass_newtest1402	0	5b410e785d9acaa0fb957068e340fbabfcbf644fb965677fc09c97da4fa0fb87	True	False	0.9012149185837189	0.47000000000000003	1
473	seq_f75b078f5a8f8e2a1d8189c761193b54b5eec6fa6e3958e0ff5fd93e1f9f9513	HCNEW0474	haloclass_newtest1402	1	f75b078f5a8f8e2a1d8189c761193b54b5eec6fa6e3958e0ff5fd93e1f9f9513	True	True	0.10566322797942543	0.47000000000000003	0
474	seq_3207fe7832af34057ed658a97a77ed248a49337dc134030e00ed55964f5a1804	HCNEW0475	haloclass_newtest1402	1	3207fe7832af34057ed658a97a77ed248a49337dc134030e00ed55964f5a1804	True	True	0.999839591667413	0.47000000000000003	1
475	seq_c8c6447ad66832e5ee1f94237ca5596c186730da73935b5e76054c24b87bc77e	HCNEW0476	haloclass_newtest1402	1	c8c6447ad66832e5ee1f94237ca5596c186730da73935b5e76054c24b87bc77e	True	True	0.899633379622317	0.47000000000000003	1
476	seq_772aaf300968a98beaaa11ce49d9f463164a241361a70c2dfc1fc083452fdaf9	HCNEW0477	haloclass_newtest1402	0	772aaf300968a98beaaa11ce49d9f463164a241361a70c2dfc1fc083452fdaf9	True	True	0.29674189069520335	0.47000000000000003	0
477	seq_ad40d10626d9a514a7d5b3aceff1edd899853f46e8e4536e911a735749ea1497	HCNEW0478	haloclass_newtest1402	0	ad40d10626d9a514a7d5b3aceff1edd899853f46e8e4536e911a735749ea1497	True	True	0.6070787171062526	0.47000000000000003	1
478	seq_3d8f47ec212560d8ce84bde06b82e40e35c7228511354bcb68876cd4cbc63e98	HCNEW0479	haloclass_newtest1402	0	3d8f47ec212560d8ce84bde06b82e40e35c7228511354bcb68876cd4cbc63e98	True	True	0.003697855722848525	0.47000000000000003	0
479	seq_244abc396790a821fa203880c8691c16c2670a92aee751d8afc591a0e6e6451d	HCNEW0480	haloclass_newtest1402	1	244abc396790a821fa203880c8691c16c2670a92aee751d8afc591a0e6e6451d	True	False	0.9996054416045822	0.47000000000000003	1
480	seq_aede732fbe2bd20631d281db92ac33631f0bae50491b2abda8230c9a5034e77b	HCNEW0481	haloclass_newtest1402	0	aede732fbe2bd20631d281db92ac33631f0bae50491b2abda8230c9a5034e77b	True	True	0.9728038431705723	0.47000000000000003	1
481	seq_fec1c3f3bd7a4dce2287b1118827e193b451f0b917cfedc5b4c39949a10dad34	HCNEW0482	haloclass_newtest1402	1	fec1c3f3bd7a4dce2287b1118827e193b451f0b917cfedc5b4c39949a10dad34	True	True	0.9999760001139566	0.47000000000000003	1
482	seq_54ca5a96d413dc694f1c0001f6107c1f6cdb9c00448b2c38430711937da57528	HCNEW0483	haloclass_newtest1402	1	54ca5a96d413dc694f1c0001f6107c1f6cdb9c00448b2c38430711937da57528	True	True	0.7364050489759744	0.47000000000000003	1
483	seq_25dc2ece588837989df1b08326e4abf438c6d3b65d615beada1164db0839d023	HCNEW0484	haloclass_newtest1402	1	25dc2ece588837989df1b08326e4abf438c6d3b65d615beada1164db0839d023	True	True	0.9971484610375696	0.47000000000000003	1
484	seq_2264bb43ff7de612c0a184d2fd41c0e8bfbe5e89d9128ed7eaf2af997872904b	HCNEW0485	haloclass_newtest1402	1	2264bb43ff7de612c0a184d2fd41c0e8bfbe5e89d9128ed7eaf2af997872904b	True	True	0.9989608069146888	0.47000000000000003	1
485	seq_7124d576fb40174e180bc33eec1bf03878654b676250d04c9ef26230ca8bfec5	HCNEW0486	haloclass_newtest1402	0	7124d576fb40174e180bc33eec1bf03878654b676250d04c9ef26230ca8bfec5	True	True	0.8994736206041	0.47000000000000003	1
486	seq_fdfd297f12ceba887c04cfd1067e35953812ecf3b7e0250b59acdf8914aeb236	HCNEW0487	haloclass_newtest1402	1	fdfd297f12ceba887c04cfd1067e35953812ecf3b7e0250b59acdf8914aeb236	True	True	0.9916810160052234	0.47000000000000003	1
487	seq_5c34a690460e3dafa8d86d27114425b0a31c96b65c179140e36f985b16f9a2a7	HCNEW0488	haloclass_newtest1402	1	5c34a690460e3dafa8d86d27114425b0a31c96b65c179140e36f985b16f9a2a7	True	True	0.05431692896764525	0.47000000000000003	0
488	seq_8732c787cdeedf37a923d1b7af79719ec339023622c9130b8990e184fc179f5d	HCNEW0489	haloclass_newtest1402	1	8732c787cdeedf37a923d1b7af79719ec339023622c9130b8990e184fc179f5d	True	True	0.7391629562959429	0.47000000000000003	1
489	seq_cf9689356a6cb27b422c1c7da3a63acaa54d72415f4c393508a1bce91e76b092	HCNEW0490	haloclass_newtest1402	1	cf9689356a6cb27b422c1c7da3a63acaa54d72415f4c393508a1bce91e76b092	True	True	0.7607449606631936	0.47000000000000003	1
490	seq_4cfc6a08f26c7a1f47c132e4e9675224395d562a5e36ecfe4c0a218a0b4be5e9	HCNEW0491	haloclass_newtest1402	1	4cfc6a08f26c7a1f47c132e4e9675224395d562a5e36ecfe4c0a218a0b4be5e9	True	True	0.9598725733646231	0.47000000000000003	1
491	seq_78c1a02176f885a000744fff05b2b5b3ba92467f46ae7d79387914d233cf713d	HCNEW0492	haloclass_newtest1402	0	78c1a02176f885a000744fff05b2b5b3ba92467f46ae7d79387914d233cf713d	True	True	0.9923995563260286	0.47000000000000003	1
492	seq_90956faae8acdab27ad2710b4f677d6641381bbd234a1f2159193d153489f137	HCNEW0493	haloclass_newtest1402	1	90956faae8acdab27ad2710b4f677d6641381bbd234a1f2159193d153489f137	True	True	0.9790295734425546	0.47000000000000003	1
493	seq_ccbd114a6bcf24a3eefb6b7947284e1320de746ba2cd64a788e28bc2ef823cf0	HCNEW0494	haloclass_newtest1402	1	ccbd114a6bcf24a3eefb6b7947284e1320de746ba2cd64a788e28bc2ef823cf0	True	True	0.9974886927715142	0.47000000000000003	1
494	seq_9ec44765d02cf7e720d75c644fddf00c154690165c2d634a6d859e41ef0d7c71	HCNEW0495	haloclass_newtest1402	0	9ec44765d02cf7e720d75c644fddf00c154690165c2d634a6d859e41ef0d7c71	True	True	0.8959308301791042	0.47000000000000003	1
495	seq_7ead13b4bc3563176d861590058aa4c230b25cf3141a5285e75ae9328ddd5d29	HCNEW0496	haloclass_newtest1402	0	7ead13b4bc3563176d861590058aa4c230b25cf3141a5285e75ae9328ddd5d29	True	True	0.008352882830014915	0.47000000000000003	0
496	seq_787152d2026beb39680028763e5b8cac01ae6354251eece603aab6cf42daf611	HCNEW0497	haloclass_newtest1402	0	787152d2026beb39680028763e5b8cac01ae6354251eece603aab6cf42daf611	True	True	0.8781509456546098	0.47000000000000003	1
497	seq_050bc7760aff010bf6eabf46930af36a4da86118d19ada6f734df2b35c4bb90f	HCNEW0498	haloclass_newtest1402	1	050bc7760aff010bf6eabf46930af36a4da86118d19ada6f734df2b35c4bb90f	True	True	0.9954850995508109	0.47000000000000003	1
498	seq_b3820f909258dd8d7fbdc8f62f7529d6165d3a4659fc4ad194cfefc77b69ae37	HCNEW0499	haloclass_newtest1402	0	b3820f909258dd8d7fbdc8f62f7529d6165d3a4659fc4ad194cfefc77b69ae37	True	True	0.9604955038804689	0.47000000000000003	1
499	seq_81cebb039e8b2e3c2b45350e9cb0ebf205820cfa9fea04df80d8aa631b6d6800	HCNEW0500	haloclass_newtest1402	0	81cebb039e8b2e3c2b45350e9cb0ebf205820cfa9fea04df80d8aa631b6d6800	True	True	0.9405169989847287	0.47000000000000003	1
500	seq_0fcbf597490fa6a31af2895771bc39ef4d39c5f97acbddddfec92888c0935ec7	HCNEW0501	haloclass_newtest1402	0	0fcbf597490fa6a31af2895771bc39ef4d39c5f97acbddddfec92888c0935ec7	True	True	0.8856994911886884	0.47000000000000003	1
501	seq_19de9f648e83429f1efa778378fdf7d3f8568a8ac2c819fe97788bb3f5281559	HCNEW0502	haloclass_newtest1402	0	19de9f648e83429f1efa778378fdf7d3f8568a8ac2c819fe97788bb3f5281559	True	True	0.9692822086719888	0.47000000000000003	1
502	seq_85e5bdb9ec65d67d62019d3b972e2506736c07cd36eae69a60cb1d172d76c6be	HCNEW0503	haloclass_newtest1402	0	85e5bdb9ec65d67d62019d3b972e2506736c07cd36eae69a60cb1d172d76c6be	True	True	0.9391281396491254	0.47000000000000003	1
503	seq_6e802e33350eafd7e278da368635186d0f420766b995441f399d818f467a68b7	HCNEW0504	haloclass_newtest1402	1	6e802e33350eafd7e278da368635186d0f420766b995441f399d818f467a68b7	True	True	0.9990551976188362	0.47000000000000003	1
504	seq_1c43c7ad7127ee40a08582912210a9dca787959ba052ef28efe07055fa82ec1f	HCNEW0505	haloclass_newtest1402	0	1c43c7ad7127ee40a08582912210a9dca787959ba052ef28efe07055fa82ec1f	True	True	0.2844921075446002	0.47000000000000003	0
505	seq_c282ef421334d530dd11bb20d688e338982a7869ad9c2bcae7de686be1865cf5	HCNEW0506	haloclass_newtest1402	0	c282ef421334d530dd11bb20d688e338982a7869ad9c2bcae7de686be1865cf5	True	True	0.013800499495469158	0.47000000000000003	0
